,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NonNA_Percentage,Jenny's,Max Correlation,3rd max,4th max
REG_CITY_NOT_WORK_CITY,-0.001582332,0.050994464,0.070649888,0.006430836,-0.018856162,0.000896279,-0.020332917,-0.044057288,0.24240133,-0.254559079,0.099873673,0.099354364,0.016292485,0.000986835,0.256427284,0.120999767,0.003270352,-0.045717257,0.004153982,0.070720507,0.008360054,0.028081289,0.021504294,0.143074759,0.239764586,0.185863066,0.440409218,1,0.825574723,-0.185953311,-0.075970426,-0.07972897,-0.096587569,-0.056086315,-0.016628858,0.027666449,-0.034182117,-0.082782075,-0.044390071,-0.115931802,-0.076871999,-0.043509328,-0.075563186,-0.089655145,-0.003981592,-0.020857185,-0.088749362,-0.0481862,-0.013672887,0.028785839,-0.03007793,-0.076235505,-0.036375835,-0.111911607,-0.073452259,-0.039075636,-0.0701332,-0.081945861,-0.000692505,-0.014114163,-0.095069926,-0.055012324,-0.016516687,0.027737842,-0.033437844,-0.08119876,-0.043296558,-0.114920045,-0.076388216,-0.043218495,-0.074575256,-0.088343966,-0.003052575,-0.018822931,-0.089800171,-0.004622931,0.000493385,-0.004816008,0.001884437,0.046787624,-0.002370478,0.056275168,-0.002364982,0.012142298,-0.157457077,0.001339903,0.042820316,-0.001373886,0.000626082,0.03423648,-0.001395598,-0.000887492,-0.005579908,-0.001494804,-0.004094872,0.001467461,0.013919356,-0.003854445,0.000702753,0.003487124,0.00048131,-0.001981884,-0.002753347,-0.012181874,-0.005226981,-0.0080129,-0.249433597,No,0.825574723,0.440409218,0.256427284
LIVE_CITY_NOT_WORK_CITY,6.72E-05,0.032518341,0.0699575,0.008285199,8.08E-05,0.010084187,-0.001308622,-0.015187817,0.15888209,-0.218101231,0.072657635,0.06109414,0.008898944,0.000843614,0.219218929,0.109889997,0.003742118,-0.023580465,-0.004058174,0.077497224,-0.019153697,-0.002804707,0.015507084,0.009838472,0.19709687,0.236635282,0.028111842,0.825574723,1,-0.119300458,-0.058900006,-0.044309979,-0.077884601,-0.046316423,-0.008735618,0.02444759,-0.026756618,-0.065950495,-0.036340096,-0.088104286,-0.060495087,-0.03608607,-0.062989822,-0.071610989,0.000857761,-0.015066787,-0.071526989,-0.039643306,-0.006838966,0.025224929,-0.023594337,-0.060609914,-0.02979064,-0.084931592,-0.057798497,-0.032453077,-0.058494553,-0.065374269,0.003774241,-0.00902233,-0.076611901,-0.045388975,-0.008711967,0.024401984,-0.026165069,-0.064755058,-0.035446847,-0.087289746,-0.059972753,-0.035972965,-0.062256825,-0.070608425,0.001707839,-0.013311247,-0.070316606,0.000101505,-0.004082838,-4.16E-05,-0.003354274,0.021388458,-0.001738633,0.053945457,-0.002338812,0.014196011,-0.1332285,0.001472003,0.042758645,-0.004910768,0.001319655,0.002713972,-0.001193052,-0.00094881,-0.004875607,0.000293886,0.003061081,0.001181328,0.006332276,-0.002035333,0.001877373,0.004401423,-0.000923891,-0.001960161,-0.003324947,-0.007592138,-0.006792061,-0.008415279,-0.190382861,No,0.825574723,0.236635282,0.219218929
EXT_SOURCE_1,8.17E-05,-0.155317126,-0.138469724,0.02623237,0.1684289,0.119398382,0.175502215,0.099997293,-0.600609974,0.289847797,-0.181094593,-0.132374898,-0.083410862,,-0.294147082,-0.076540345,0.002659444,0.081241015,0.015677911,-0.096568697,-0.115341256,-0.115373896,0.032007204,-0.032960496,-0.049441191,-0.031388612,-0.140999679,-0.185953311,-0.119300458,1,0.213982383,0.186845508,0.054034022,0.039962254,0.002119547,0.017102229,0.033380929,0.07453847,0.022378356,0.093151346,0.074462168,0.005494173,0.04585169,0.068201229,0.015851228,0.031500172,0.047580534,0.034692212,0.001442419,0.015704455,0.027537807,0.068595378,0.017499135,0.089760479,0.07138954,0.002425996,0.039021931,0.06204596,0.013857915,0.026420395,0.052523643,0.039493957,0.002077263,0.016688648,0.032147151,0.073065869,0.021487976,0.092107794,0.073583269,0.00499151,0.044367732,0.067110631,0.01526345,0.030375318,0.066227117,-0.025787746,-0.028751271,-0.025350526,-0.030508134,-0.132607185,0.00118494,-0.044796813,0.004553445,-0.000557793,0.190873642,0.003980922,-0.050055734,0.014149691,0.002553363,-0.014438939,0.00171719,-0.004275036,0.009591818,0.002902799,-0.000185871,-0.002132595,-0.025738945,0.005130643,-0.0051024,-0.019208136,-0.003963131,-0.005087259,-0.001800839,0.030819851,-0.003631492,0.006561999,0.088855767,No,0.289847797,0.213982383,0.190873642
EXT_SOURCE_2,0.002342065,-0.160471672,-0.018014797,0.060924636,0.131227936,0.125804003,0.139366799,0.198924168,-0.09199587,-0.020767102,-0.059912821,-0.050955131,-0.080752906,,0.019458674,-0.018842288,-0.00354347,0.061177501,0.023743011,-0.001822828,-0.292895312,-0.288299242,0.156862931,0.015570335,0.029516742,0.030048937,-0.043265504,-0.075970426,-0.058900006,0.213982383,1,0.109167292,0.090971045,0.048338271,0.009066238,0.012912342,0.053586904,0.115058492,0.032488831,0.135863249,0.112254515,0.022270001,0.080306629,0.097579289,0.019879707,0.045082973,0.080496297,0.037681753,0.008163243,0.010088203,0.044244069,0.106180026,0.02377102,0.130116611,0.10669371,0.017314413,0.071331566,0.086026366,0.016856249,0.037313408,0.089293692,0.046950616,0.009035059,0.012617826,0.052268871,0.113467581,0.031236092,0.134611795,0.11136915,0.021226834,0.078703224,0.096081898,0.018791015,0.042639921,0.094687276,-0.019235131,-0.030405717,-0.01887791,-0.032340387,-0.195764165,0.000899184,-0.030699845,0.003036043,0.004249357,-0.018706795,-0.000586574,0.050684202,0.01668822,-0.002061375,-0.004368397,0.002187612,0.02379381,0.021026388,0.008417483,0.013030107,0.002593547,0.001873502,0.003256274,0.000613532,-0.007236182,-0.004077495,0.000552522,0.001506966,0.051981015,-0.002848859,-0.021984072,0.121059319,No,0.213982383,0.198924168,0.156862931
EXT_SOURCE_3,0.000222003,-0.178918698,-0.042710312,-0.030229053,0.043516255,0.030751816,0.047716836,-0.006001135,-0.205477603,0.113434475,-0.107548844,-0.13159687,-0.014603848,,-0.115292763,-0.063617268,0.012133806,0.002608403,-0.052171621,-0.027963778,-0.0129027,-0.012157737,-0.040517505,-0.049161814,-0.049142867,-0.029602754,-0.078476956,-0.07972897,-0.044309979,0.186845508,0.109167292,1,0.005714719,0.009231789,-0.000405718,0.015680249,-0.003187539,0.007365971,0.012267929,0.003522931,0.001864925,0.010750602,0.004058697,0.00563406,0.006776758,-0.002336134,0.004879435,0.008078059,-0.000611451,0.015122532,-0.002645452,0.007071554,0.010903323,0.004378485,0.003083859,0.009397654,0.004377912,0.005436657,0.006122067,-0.002664674,0.005537878,0.009348679,0.000168275,0.015386445,-0.003320842,0.007397553,0.012180999,0.003808199,0.001824633,0.01072523,0.003804141,0.00548626,0.006302308,-0.002876077,0.006232261,-0.000418503,-0.036252578,-0.000717332,-0.034095901,-0.075256151,,-0.030695618,0.003193378,-0.005598754,0.074970428,0.00046752,-0.016327049,-0.00635829,-0.00395116,-0.01059941,0.001161019,0.000445784,-0.001344476,0.000839382,0.002469654,0.001200016,-0.016152172,-0.002589528,-0.013836609,-0.013058252,-0.001192618,-0.007189512,-0.021257944,-0.007856199,-0.025130735,-0.071448962,0.005081079,No,0.186845508,0.113434475,0.109167292
APARTMENTS_AVG,0.001556098,-0.029497565,-0.01322205,0.03450054,0.060439226,0.076212587,0.064917673,0.205942089,0.004778885,-0.016358631,0.013185687,-0.007321571,-0.05117652,-0.0001486,0.016440887,-0.013139163,-0.002476976,0.056077065,0.031460027,-0.01103338,-0.152625288,-0.172098951,0.083375667,0.004421481,0.008091041,0.018093761,-0.052598996,-0.096587569,-0.077884601,0.054034022,0.090971045,0.005714719,1,0.679388582,0.100098043,0.340783732,0.538899863,0.836958041,0.611240899,0.618745842,0.444717762,0.496852353,0.943952142,0.913618758,0.194113516,0.299718864,0.973259463,0.661478876,0.095130818,0.339222478,0.529508901,0.822553276,0.583158029,0.614497549,0.436553195,0.487651449,0.930554084,0.893463124,0.187095953,0.284942231,0.995080816,0.678976924,0.099620124,0.339670174,0.539610392,0.835122671,0.607629327,0.616581453,0.442894217,0.499052306,0.941907056,0.912329573,0.192634846,0.297454358,0.892626926,-0.024611418,-0.013608393,-0.024155553,-0.016117852,-0.008563988,0.003565367,-0.04493245,0.002825689,0.005758952,-0.0089931,0.002016176,0.05615763,0.018879885,-0.002633032,0.018118418,0.003775651,0.020998535,0.017895642,0.010088795,0.004738575,0.005039175,0.004798576,-7.06E-05,-0.002904297,-0.003997759,0.001933387,0.004937856,9.88E-05,0.035420354,-0.002786785,-0.016495885,0.122279794,No,0.995080816,0.973259463,0.943952142
BASEMENTAREA_AVG,-0.002069698,-0.022745743,-0.008463619,0.017302767,0.039226165,0.044507109,0.043981536,0.098423373,-0.004399762,-0.001382044,-0.020729464,-0.014031811,-0.033364523,0.000962583,0.001292014,-0.003177266,-0.002666496,0.050036701,0.017072017,-0.004202788,-0.062688919,-0.075027204,0.041045444,0.003799407,-0.004678369,0.000964657,-0.028304887,-0.056086315,-0.046316423,0.039962254,0.048338271,0.009231789,0.679388582,1,0.08594998,0.248609741,0.40545863,0.564907101,0.651159572,0.329843349,0.220908373,0.46766058,0.646774024,0.69289063,0.09541772,0.266349168,0.666023447,0.973495785,0.058420625,0.249285343,0.402105954,0.555096148,0.626382133,0.328757674,0.218307115,0.461969363,0.647432047,0.677159204,0.094249036,0.26004693,0.678174129,0.994317338,0.077490445,0.247836055,0.406592218,0.562346917,0.647006516,0.327949207,0.219523255,0.469993977,0.648801891,0.689318425,0.09528725,0.265381768,0.672399713,-0.015052213,-0.01011414,-0.014729713,-0.01292471,-0.007418427,-0.001227165,-0.029201936,-0.000387754,0.000384892,0.002410981,-0.002160451,0.032291226,0.010509889,-0.001771193,0.013516509,0.00468579,0.01270489,0.009088845,0.00593918,0.004900043,0.003497194,0.004650779,-0.002356517,-5.00E-05,-0.003814679,-0.000676045,0.005157265,-0.000649994,0.021661073,-0.000944923,-0.012364054,0.013926234,No,0.994317338,0.973495785,0.69289063
YEARS_BEGINEXPLUATATION_AVG,0.001550905,-0.009727673,0.006902427,0.0056581,0.006248758,0.013298099,0.007244762,-0.006682613,0.000743889,0.008629088,0.011034697,-0.00341554,0.000418216,-0.000649479,-0.008671531,-0.002610643,0.001390809,0.010993454,0.003499737,0.00756928,0.004485058,-0.000743772,-0.010302761,0.001129011,0.010519896,0.012031066,-0.013513856,-0.016628858,-0.008735618,0.002119547,0.009066238,-0.000405718,0.100098043,0.08594998,1,0.483564468,0.091483461,0.07892072,0.042075016,0.127573313,0.167151516,0.073916745,0.146119739,0.092736324,0.034979369,0.009665813,0.100665168,0.080754049,0.971893368,0.477991428,0.086286011,0.079578346,0.037565902,0.127085607,0.162939614,0.070007998,0.14126872,0.089122658,0.031483866,0.008627093,0.100131914,0.085255964,0.993825417,0.482950718,0.091667242,0.078994947,0.041334348,0.12727333,0.166755963,0.074066686,0.146502736,0.092175436,0.034078841,0.008452542,0.100319351,-0.000564928,-0.005106729,-0.000626332,-0.004750947,0.002514812,0.000556374,-0.004265764,-7.48E-06,-0.005136115,0.006116148,0.000973586,0.00398775,0.0033796,0.000209793,-0.004226482,0.000265659,0.001248143,0.000827751,-0.001916866,-0.00099229,0.001532355,0.003945469,0.000935951,0.00093887,-5.17E-05,0.000628084,-0.001837624,0.003529746,-0.000556611,0.00189099,-0.008315387,0.131067278,No,0.993825417,0.971893368,0.483564468
YEARS_BUILD_AVG,0.005899618,-0.022149284,0.03017216,0.042333834,0.035874699,0.034195347,0.041936501,-0.056565514,0.0266232,-0.005829978,0.164183669,-0.007238329,-0.049068068,,0.00579404,0.012344734,-0.002202116,-0.004713348,0.005679225,0.041517623,0.039732803,0.033196773,-0.013769616,0.006651639,0.019668459,0.017096557,0.008839575,0.027666449,0.02444759,0.017102229,0.012912342,0.015680249,0.340783732,0.248609741,0.483564468,1,0.23225876,0.343318236,0.090590984,0.519199837,0.359538214,0.180621484,0.333936546,0.355666008,0.070929332,0.127709437,0.323249586,0.233864483,0.289057268,0.989443922,0.223497938,0.334068036,0.074728663,0.512382378,0.35209228,0.170190254,0.32619467,0.338392108,0.06449376,0.112256845,0.339324107,0.24644129,0.426563904,0.998494663,0.232810032,0.343236453,0.088384728,0.518200472,0.358984357,0.181591583,0.334945043,0.354689357,0.069234301,0.124901175,0.359262664,0.000212381,-0.010501826,9.14E-05,-0.011485702,0.011723023,0.001710892,-0.020713498,-0.000154894,-0.000616611,0.001022474,0.000786207,0.026258861,-0.00073225,-0.00040991,0.004234461,0.003254421,0.009784893,0.009079175,0.000872786,0.00215594,0.00117125,0.006980952,0.001915728,-0.005382212,-0.008957107,0.001761935,0.002482477,-0.00423426,-0.002554017,-0.007246133,-0.025873768,0.048428757,No,0.998494663,0.989443922,0.519199837
COMMONAREA_AVG,-0.001462674,-0.018549662,0.000139898,0.089616009,0.049536541,0.057628223,0.050506629,0.164805516,0.008363543,-0.012527954,0.028300133,0.000100295,-0.035523688,,0.012611958,0.001270529,-0.004398125,0.046009752,0.021448846,0.00149019,-0.11937939,-0.128951428,0.045540264,0.015360296,0.019502574,0.029340361,-0.017383815,-0.034182117,-0.026756618,0.033380929,0.053586904,-0.003187539,0.538899863,0.40545863,0.091483461,0.23225876,1,0.522166077,0.326264111,0.404013844,0.295657038,0.257046166,0.533102801,0.547030452,0.105581537,0.227614531,0.515926036,0.388209999,0.048141464,0.229357583,0.977147092,0.5055424,0.30191511,0.398065197,0.288792026,0.244197604,0.526574362,0.524185599,0.103456749,0.217017954,0.538120031,0.404548739,0.074047636,0.231841177,0.995978055,0.520488649,0.323738189,0.40224976,0.294865517,0.258216527,0.534453936,0.545501275,0.105080675,0.227138291,0.553260112,-0.020572553,-0.012499238,-0.020173672,-0.013601029,-0.003536223,-0.001308307,-0.03705552,0.003593932,0.002017785,-0.006397045,0.003423696,0.050413641,0.015372876,-0.002815567,0.014719801,0.003792849,0.013953701,0.011981055,0.009014721,0.007316249,-0.000186042,0.015268883,0.006676422,-0.001106493,-0.005054705,0.006829231,0.005492675,-0.008238303,0.024330814,-0.009804209,-0.014049453,0.021879825,COMMONAREA_AVG,0.995978055,0.977147092,0.553260112
ELEVATORS_AVG,0.004861795,-0.034198794,-0.007059889,0.045052784,0.08063502,0.101439345,0.083735578,0.280685072,-0.001447505,-0.009791563,0.000746192,-0.010554928,-0.066453866,-0.000805065,0.009908668,-0.010590728,-0.006911745,0.077342509,0.040361115,-0.001309988,-0.226154546,-0.237607983,0.105254118,0.014890366,0.020571003,0.032592061,-0.043336855,-0.082782075,-0.065950495,0.07453847,0.115058492,0.007365971,0.836958041,0.564907101,0.07892072,0.343318236,0.522166077,1,0.405204923,0.68007807,0.511259837,0.375280199,0.811785964,0.867775671,0.121667769,0.283366923,0.806009031,0.539972681,0.072158392,0.339425414,0.505148864,0.978837282,0.375625827,0.670987818,0.499618145,0.361732915,0.797060016,0.83891972,0.114869852,0.264709344,0.834522677,0.562999011,0.077702863,0.342507892,0.521893527,0.996099443,0.401707593,0.677770556,0.509450126,0.376530657,0.812643235,0.865579485,0.120841237,0.28014232,0.844627536,-0.032848244,-0.021361459,-0.032457025,-0.022768224,-0.009835705,0.00400656,-0.063958645,0.001883682,0.009482669,-0.004886202,0.001734291,0.076387046,0.024861373,-0.003110423,0.016416535,0.004466096,0.023654694,0.024126212,0.014047973,0.003114774,0.003329831,0.007211969,0.001160051,-0.004101038,-0.004347302,0.001187015,0.004841465,-0.000342558,0.04307631,-0.00478832,-0.018543613,0.033421281,No,0.996099443,0.978837282,0.867775671
ENTRANCES_AVG,-0.00287914,-0.019172182,-0.008341243,0.005394406,0.014929276,0.014745339,0.018763569,0.036840054,-0.010281229,0.0040177,-0.063094316,-0.015374629,-0.018156096,0.001184968,-0.004237678,-0.003236331,0.002252465,0.044376135,0.008510191,-0.003921547,-0.024540326,-0.031289387,0.020954043,-0.000996694,-0.01135932,-0.00722889,-0.026923443,-0.044390071,-0.036340096,0.022378356,0.032488831,0.012267929,0.611240899,0.651159572,0.042075016,0.090590984,0.326264111,0.405204923,1,0.088707642,0.035631555,0.508255777,0.566055774,0.618881711,0.061532844,0.165729232,0.612364006,0.653636706,0.037439779,0.095095453,0.333581682,0.404038021,0.977742556,0.09210551,0.038570282,0.510704773,0.575947813,0.622822318,0.064240879,0.170930406,0.611587038,0.653047178,0.040564551,0.089863861,0.327692428,0.404873324,0.996886366,0.08764193,0.035020425,0.511140484,0.568640093,0.619311916,0.062555058,0.166997996,0.595290218,-0.001966107,-0.002794649,-0.0017104,-0.005736825,-0.012187149,0.001618751,-0.011970536,0.002323316,-0.001808163,0.004719433,-0.004131293,0.011828541,0.003479214,-0.00067521,0.011470887,0.003316371,0.007064041,0.003276531,0.007700257,0.002963863,0.008106331,-0.000502014,-0.000884953,-0.003519488,-0.000461069,-0.00364295,0.006607707,0.001921348,0.012893786,-0.00013859,-0.010362311,0.07138407,No,0.996886366,0.977742556,0.653636706
FLOORSMAX_AVG,0.0048513,-0.044003371,-0.009705013,0.060171138,0.10329577,0.130173649,0.108512457,0.322651514,0.001633636,-0.015969566,0.04970077,-0.010235311,-0.083690018,-0.00261592,0.016048407,-0.023229891,-0.011090388,0.071839768,0.047597501,-0.003183064,-0.234960611,-0.251390503,0.120331196,0.009630827,0.031553817,0.044362177,-0.070172227,-0.115931802,-0.088104286,0.093151346,0.135863249,0.003522931,0.618745842,0.329843349,0.127573313,0.519199837,0.404013844,0.68007807,0.088707642,1,0.742436712,0.218865358,0.589761244,0.630576842,0.113328266,0.253844034,0.585963703,0.299056794,0.103683587,0.509044765,0.378213424,0.656254073,0.062719221,0.985689424,0.722242924,0.203032213,0.56776995,0.597064181,0.102180256,0.225171721,0.615242905,0.325842215,0.125489084,0.518032264,0.402690714,0.676305581,0.084562654,0.997034142,0.739893645,0.219170383,0.588798394,0.627153859,0.111066177,0.247098765,0.63259471,-0.037017927,-0.027419912,-0.036789456,-0.027942935,-0.007129821,0.001764007,-0.077061955,0.003188045,0.010938478,-0.007094088,0.002621169,0.086936552,0.032662511,-0.000704913,0.020741918,0.001108667,0.027861831,0.029715987,0.01130904,0.009119527,0.001471585,0.012229578,0.000900009,-0.002701847,-0.005813615,0.003100658,0.002945855,-4.99E-05,0.046762204,-0.000840686,-0.01974958,0.147744101,No,0.997034142,0.985689424,0.742436712
FLOORSMIN_AVG,0.0030832,-0.033613503,-0.008752538,0.139859662,0.078832289,0.099812403,0.081410907,0.294349464,0.001538071,-0.015893658,0.021459076,-0.008865491,-0.075332405,,0.01605763,-0.015700955,-0.004904932,0.062862702,0.044696333,-0.001088835,-0.230181637,-0.237623034,0.118364532,0.012720416,0.043372668,0.054003448,-0.041940978,-0.076871999,-0.060495087,0.074462168,0.112254515,0.001864925,0.444717762,0.220908373,0.167151516,0.359538214,0.295657038,0.511259837,0.035631555,0.742436712,1,0.148222903,0.438715459,0.466518892,0.075800637,0.153110962,0.418908733,0.197463307,0.097034936,0.352273228,0.275965978,0.49518463,0.016963843,0.729179277,0.98587514,0.138763625,0.425370926,0.439544354,0.068777661,0.130328667,0.442107908,0.217516161,0.146146336,0.358755519,0.293962195,0.509393961,0.032948959,0.739927745,0.997240985,0.150133242,0.438319665,0.464216261,0.073882063,0.146178407,0.45411091,-0.032844609,-0.021309648,-0.032455273,-0.020710343,-0.008009348,0.002435721,-0.067059933,0.009838752,0.012006278,-0.010083345,0.002586321,0.072386861,0.027129653,-0.000804206,0.025524999,0.00364201,0.020490444,0.022270537,0.009146135,0.00283634,-0.002880884,0.01118797,0.004353653,-0.001683638,-0.004220257,0.003623193,0.004114678,-0.000592942,0.039119998,-0.004212881,-0.010188844,0.05156719,No,0.997240985,0.98587514,0.742436712
LANDAREA_AVG,0.001464521,-0.010884823,-0.003121376,-0.001598234,0.00621797,0.00861073,0.013296528,-0.051159888,0.003013409,-0.009608764,0.003109366,-0.007496249,-0.021656576,-0.00050767,0.009505649,-0.000133255,0.005401885,0.008412842,0.003173189,0.001603881,0.043810882,0.035161969,0.01485041,-0.013496388,-0.01115205,-0.006779553,-0.028695539,-0.043509328,-0.03608607,0.005494173,0.022270001,0.010750602,0.496852353,0.46766058,0.073916745,0.180621484,0.257046166,0.375280199,0.508255777,0.218865358,0.148222903,1,0.420083821,0.5015712,0.065854621,0.163538342,0.497395468,0.471003691,0.051226281,0.183509702,0.26729386,0.37759184,0.49715502,0.221584716,0.150629499,0.973696065,0.434478972,0.501797209,0.06489667,0.162192677,0.497519842,0.469117215,0.068476504,0.180392893,0.259075971,0.375650841,0.506852039,0.218589967,0.148545345,0.991609533,0.423247971,0.501050083,0.064649861,0.164797472,0.491091042,-0.002396327,-0.003016193,-0.002289236,-0.002366365,-0.000581315,0.000996757,0.003011289,-0.002775387,-0.008680165,-0.012705339,-0.00257265,0.005199805,-0.006113193,-0.00173265,0.008889309,0.004658467,0.002281855,-0.002377485,0.005743361,0.004098707,0.002782836,-0.001443215,-0.000341263,0.000946814,-0.004053102,-0.001597407,0.006242824,0.009960166,0.015586663,0.005661619,-0.011766611,0.001418578,No,0.991609533,0.973696065,0.508255777
LIVINGAPARTMENTS_AVG,0.003119237,-0.025030533,-0.008647875,0.10691969,0.058788013,0.075292653,0.061849532,0.194452262,0.011183704,-0.020192147,0.024083732,-0.000952726,-0.050552809,,0.02036393,-0.012239211,-0.003887152,0.051827389,0.030317009,-0.006602264,-0.156656022,-0.180883897,0.079199396,0.010036662,0.014074044,0.023999924,-0.036513716,-0.075563186,-0.062989822,0.04585169,0.080306629,0.004058697,0.943952142,0.646774024,0.146119739,0.333936546,0.533102801,0.811785964,0.566055774,0.589761244,0.438715459,0.420083821,1,0.880797611,0.160468813,0.293275972,0.908277626,0.624852005,0.083097785,0.332021395,0.523099469,0.794159189,0.532032816,0.58259396,0.430223619,0.411130692,0.970116679,0.851703333,0.14517496,0.275960546,0.935578303,0.646859023,0.122801927,0.332755596,0.533564361,0.809330994,0.561710691,0.586424265,0.4368742,0.422521515,0.993825492,0.878263373,0.156554816,0.290558122,0.848028234,-0.02626649,-0.014426565,-0.025871363,-0.016439419,-0.003748285,0.000701922,-0.046730915,0.004482471,0.008386688,-0.012780147,-0.002346924,0.060059939,0.017922839,-0.002281625,0.018608304,0.007947905,0.022757217,0.018359631,0.014336736,0.002771755,-0.000784487,0.007125696,0.001359935,-0.003760453,-0.005356787,0.002934954,0.006781518,-0.003701891,0.034460959,-0.00791947,-0.013920252,0.037777378,No,0.993825492,0.970116679,0.943952142
LIVINGAREA_AVG,0.001770173,-0.032997117,-0.010116055,0.039975669,0.072145923,0.08965913,0.077306951,0.213491132,-0.000333544,-0.012438099,0.007419059,-0.011514702,-0.060351516,-0.000483036,0.012461663,-0.011523908,-0.006367406,0.0651166,0.035623511,-0.004739062,-0.164300072,-0.182562658,0.084642256,0.005491606,0.012584662,0.023489154,-0.051770171,-0.089655145,-0.071610989,0.068201229,0.097579289,0.00563406,0.913618758,0.69289063,0.092736324,0.355666008,0.547030452,0.867775671,0.618881711,0.630576842,0.466518892,0.5015712,0.880797611,1,0.135396134,0.302100586,0.890721028,0.674359297,0.075230286,0.353565616,0.537317997,0.852590502,0.590404673,0.626167514,0.457657196,0.491234534,0.873097652,0.972049845,0.129937918,0.286072322,0.912504177,0.69261271,0.088891589,0.354676337,0.547835303,0.865804797,0.61507379,0.628570638,0.464742946,0.503506481,0.883244965,0.99559591,0.135415201,0.300001785,0.925038708,-0.025962922,-0.016163425,-0.025607868,-0.018070613,-0.010645409,0.002139257,-0.052842703,0.001423015,0.005447241,-0.008951939,-0.001120005,0.064802426,0.021805429,-0.0024133,0.019958718,0.005314379,0.022882495,0.020921753,0.012087022,0.004817096,0.008549535,0.006662495,0.000581865,-0.002947919,-0.003910333,0.004188008,0.010213745,-0.001296767,0.035706236,-0.002431766,-0.019040643,0.121714315,No,0.99559591,0.972049845,0.925038708
